,id,host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,city,latitude,longitude,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,price,weekly_discount_percentage,monthly_discount_percentage,security_deposit_ratio_to_price,cleaning_fee_ratio_to_price,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month,AMN_24-hour check-in,AMN_air conditioning,AMN_breakfast,AMN_buzzer/wireless intercom,AMN_cable tv,AMN_carbon monoxide detector,AMN_cat(s),AMN_dog(s),AMN_doorman,AMN_dryer,AMN_elevator in building,AMN_essentials,AMN_family/kid friendly,AMN_fire extinguisher,AMN_first aid kit,AMN_free parking on premises,AMN_gym,AMN_hair dryer,AMN_hangers,AMN_heating,AMN_hot tub,AMN_indoor fireplace,AMN_internet,AMN_iron,AMN_kitchen,AMN_laptop friendly workspace,AMN_lock on bedroom door,AMN_other pet(s),AMN_pets allowed,AMN_pets live on this property,AMN_pool,AMN_safety card,AMN_shampoo,AMN_smoke detector,AMN_smoking allowed,AMN_suitable for events,AMN_translation missing: en.hosting_amenity_49,AMN_translation missing: en.hosting_amenity_50,AMN_tv,AMN_washer,AMN_wheelchair accessible,AMN_wireless internet,BED=Airbed,BED=Couch,BED=Futon,BED=Pull-out Sofa,BED=Real Bed,POPTY=Apartment,POPTY=Bed & Breakfast,POPTY=Bungalow,POPTY=Cabin,POPTY=Camper/RV,POPTY=Chalet,POPTY=Condominium,POPTY=Dorm,POPTY=Earth House,POPTY=House,POPTY=Loft,POPTY=Other,POPTY=Tent,POPTY=Townhouse,POPTY=Treehouse,POPTY=Villa,POPTY=Yurt
713,9363548,2014-08-26,100%,96%,t,2,2,"['email', 'phone', 'google', 'reviews', 'kba']",t,Asheville,35.5893292042,-82.5445383868,t,2,2,1.0,1.0,1.0,80.0,0.0,0.0,0.0,0.0,1,$0.00,2,1125,10,26,26,103,17,2016-01-02,2016-04-17,9.9,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,4.55,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,8983489,2010-07-15,100%,100%,f,1,1,"['email', 'phone', 'facebook', 'reviews']",f,Asheville,35.5972760241,-82.5643447356,t,3,3,1.0,1.0,1.0,89.0,0.117174959872,0.0,0.0,0.393258426966,1,$0.00,2,14,9,27,47,137,26,2015-10-25,2016-04-07,9.4,10.0,9.0,10.0,10.0,10.0,9.0,f,t,3,f,f,4.31,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,7947839,2015-08-19,100%,100%,f,1,1,"['email', 'phone', 'google', 'reviews', 'jumio']",t,Asheville,35.6012855725,-82.5555965636,t,3,2,1.0,1.0,2.0,115.0,0.130434782609,0.304347826087,0.0,0.304347826087,2,$0.00,1,1125,8,19,33,282,55,2015-09-14,2016-04-15,9.7,10.0,10.0,10.0,10.0,10.0,10.0,f,t,3,f,f,7.43,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
716,5851392,2013-03-28,100%,100%,t,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Asheville,35.5971205836,-82.5704425789,t,3,3,1.0,1.0,1.0,120.0,0.192857142857,0.555555555556,0.833333333333,0.416666666667,1,$0.00,1,1125,0,13,34,307,19,2015-04-04,2016-03-19,9.4,10.0,10.0,10.0,10.0,9.0,9.0,f,t,3,f,f,1.48,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,11082196,2015-12-10,100%,93%,f,1,1,"['email', 'phone', 'facebook', 'google', 'linkedin', 'amex', 'reviews', 'kba']",t,Asheville,35.5748504125,-82.5593243696,t,2,2,1.0,1.0,1.0,59.0,0.515738498789,0.604519774011,0.0,0.254237288136,1,$0.00,1,1125,9,15,26,26,7,2016-03-16,2016-04-17,9.7,10.0,10.0,10.0,10.0,9.0,10.0,f,f,1,f,f,5.53,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
718,2079404,2013-01-29,100%,100%,f,7,7,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,Asheville,35.6014852956,-82.5571878351,t,2,2,1.0,1.0,1.0,129.0,0.0431893687708,0.0,0.0,0.0,1,$0.00,2,30,10,33,50,298,22,2014-03-17,2016-03-15,9.5,9.0,10.0,10.0,10.0,10.0,10.0,f,f,3,f,f,0.86,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,2708104,2014-01-14,94%,96%,t,5,5,"['email', 'phone', 'reviews', 'kba']",t,Asheville,35.6112082337,-82.5528619344,t,3,2,1.0,1.0,1.0,150.0,0.0,0.466666666667,2.66666666667,0.433333333333,1,$0.00,1,1125,21,28,28,139,42,2014-04-19,2015-11-01,9.5,10.0,10.0,10.0,10.0,9.0,9.0,f,f,3,f,f,1.71,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,6863511,2015-06-16,87%,94%,t,1,1,"['email', 'phone', 'reviews']",f,Asheville,35.596446074,-82.5602040744,t,3,2,1.0,1.0,1.0,175.0,-0.224489795918,0.0,0.0,0.0,1,$0.00,2,1125,14,34,61,334,17,2015-06-20,2016-04-12,9.8,10.0,10.0,10.0,10.0,10.0,9.0,f,f,2,f,f,1.66,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
721,9022608,2015-05-26,100%,97%,f,1,1,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']",t,Asheville,35.6064298287,-82.5522227828,t,3,4,1.0,2.0,2.0,105.0,0.0,0.0,1.42857142857,0.47619047619,2,$20.00,1,1125,14,35,57,318,27,2015-11-22,2016-04-15,9.3,10.0,10.0,10.0,10.0,10.0,9.0,f,f,2,f,f,5.29,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,12189623,2015-10-10,100%,100%,f,2,2,"['email', 'phone', 'facebook', 'reviews']",f,Asheville,35.6145322319,-82.5432621193,t,3,2,1.0,1.0,1.0,190.0,0.0,0.0,0.0,0.0,1,$0.00,2,1125,26,32,32,32,1,2016-04-18,2016-04-18,10.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,1,f,f,1.0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,10099509,2015-12-20,100%,82%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Asheville,35.6111958602,-82.5581965726,t,1,4,1.0,1.0,2.0,48.0,0.0,0.0,0.0,0.6875,1,$0.00,2,3,13,13,22,22,6,2016-03-08,2016-04-17,10.0,9.0,10.0,10.0,10.0,10.0,9.0,f,f,2,f,f,3.91,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,1713477,2012-03-29,100%,100%,t,1,1,"['email', 'phone', 'reviews', 'kba']",t,Asheville,35.6087148773,-82.5529864172,f,3,2,1.0,1.0,1.0,150.0,0.142857142857,0.5,1.66666666667,0.5,2,$0.00,2,30,0,15,37,307,59,2014-11-08,2016-04-05,9.8,10.0,10.0,10.0,10.0,10.0,10.0,f,t,3,f,f,3.33,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,1727977,2010-12-16,100%,100%,f,4,4,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Asheville,35.6056670645,-82.5565885522,t,3,2,1.0,1.0,1.0,150.0,0.0,0.555555555556,2.0,0.333333333333,1,$0.00,3,90,8,14,40,309,79,2013-10-14,2016-04-12,9.8,10.0,10.0,10.0,10.0,10.0,9.0,f,f,3,f,f,2.57,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
726,11167742,2016-02-09,100%,94%,f,1,1,"['email', 'phone', 'google', 'reviews']",f,Asheville,35.5899692769,-82.5631345518,t,3,4,2.0,2.0,2.0,195.0,0.0,0.0,1.28205128205,0.384615384615,4,$25.00,2,1125,13,28,54,142,6,2016-02-21,2016-04-17,9.7,10.0,10.0,10.0,10.0,10.0,9.0,f,f,2,f,f,2.9,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
727,1687950,2013-09-18,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,Asheville,35.6009803306,-82.5591997037,t,3,6,1.0,2.0,3.0,150.0,0.190476190476,0.333333333333,1.66666666667,0.5,1,$0.00,3,1125,10,25,41,294,68,2014-06-30,2016-03-26,9.7,10.0,10.0,10.0,10.0,10.0,10.0,f,f,3,f,f,3.08,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
728,12229453,2016-03-07,100%,100%,f,1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,Asheville,35.5895883586,-82.5645830842,t,3,4,2.0,2.0,2.0,205.0,0.0,0.0,2.43902439024,0.19512195122,2,$25.00,1,7,10,31,61,336,1,2016-04-11,2016-04-11,10.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,1.0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
729,695196,2012-09-12,100%,100%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,Asheville,35.5803749287,-82.5578006047,t,2,2,1.0,1.0,1.0,49.0,0.0524781341108,0.183673469388,2.04081632653,0.204081632653,1,$6.00,1,14,9,21,37,292,410,2012-09-30,2016-04-11,9.0,9.0,9.0,10.0,10.0,9.0,9.0,f,f,2,f,f,9.45,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
730,990426,2011-03-07,100%,79%,f,8,8,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,Asheville,35.59850007,-82.5524240139,t,3,6,1.0,2.0,3.0,315.0,0.138321995465,0.470899470899,0.634920634921,0.0,2,$25.00,2,1125,22,50,80,348,28,2013-08-05,2016-02-15,9.4,9.0,9.0,10.0,10.0,10.0,9.0,f,f,3,f,f,0.85,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
731,10140699,2013-07-16,90%,100%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Asheville,35.6067268844,-82.5571654591,t,3,6,1.0,3.0,3.0,200.0,0.0,0.0,0.0,0.25,4,$50.00,1,60,14,14,37,282,5,2015-12-27,2016-02-21,8.8,9.0,10.0,10.0,10.0,9.0,8.0,f,f,1,f,f,1.27,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
732,2214960,2014-01-14,94%,96%,t,5,5,"['email', 'phone', 'reviews', 'kba']",t,Asheville,35.6105438799,-82.553337938,t,3,2,1.0,1.0,1.0,130.0,0.0,0.333333333333,3.07692307692,0.576923076923,1,$0.00,1,1125,7,7,9,9,43,2014-05-11,2016-04-05,9.6,10.0,10.0,10.0,10.0,10.0,9.0,f,f,3,f,f,1.81,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,4917118,2014-07-31,100%,95%,t,1,1,"['email', 'phone', 'google', 'reviews', 'jumio']",t,Asheville,35.6077467534,-82.5599016107,t,2,2,1.0,1.0,1.0,70.0,0.0,0.0,1.42857142857,0.185714285714,1,$0.00,1,1125,26,50,50,322,56,2015-01-17,2016-04-10,9.9,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,3.64,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
735,3868910,2014-08-13,90%,100%,f,1,1,"['email', 'phone', 'reviews']",f,Asheville,35.5915730833,-82.5667307792,t,3,3,1.0,1.0,2.0,125.0,0.2,0.0,0.0,0.12,2,$15.00,2,1125,18,42,67,342,99,2014-08-22,2016-04-05,9.4,10.0,10.0,10.0,9.0,9.0,9.0,f,t,3,f,f,4.87,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
736,4921557,2013-12-11,100%,100%,t,2,2,"['email', 'phone', 'reviews', 'kba']",t,Asheville,35.5859240612,-82.5512806638,t,2,2,1.0,1.0,1.0,75.0,0.190476190476,0.266666666667,0.0,0.333333333333,1,$0.00,2,1125,20,33,36,104,49,2015-02-17,2016-04-06,9.8,10.0,10.0,10.0,10.0,10.0,10.0,f,t,2,f,f,3.41,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
737,731073,2012-10-08,100%,56%,t,1,1,"['email', 'phone', 'reviews', 'jumio']",t,Asheville,35.6025314282,-82.5690380921,t,3,5,1.0,2.0,3.0,198.0,0.0,0.494949494949,1.26262626263,0.151515151515,4,$25.00,2,30,3,3,3,179,40,2012-10-22,2016-03-15,9.9,10.0,10.0,10.0,10.0,10.0,9.0,f,f,3,t,t,0.94,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
738,734469,2012-10-02,100%,100%,f,2,2,"['email', 'phone', 'reviews']",f,Asheville,35.6008408968,-82.5564601313,t,3,2,1.0,0.0,1.0,150.0,0.52380952381,0.777777777778,3.33333333333,0.333333333333,2,$0.00,7,365,0,0,0,111,2,2012-10-29,2016-03-23,10.0,10.0,10.0,10.0,10.0,10.0,8.0,f,f,3,f,f,0.05,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,4937608,2013-04-26,100%,93%,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,Asheville,35.6051202337,-82.5656242863,t,2,2,1.0,1.0,1.0,109.0,0.213630406291,0.388379204893,0.0,0.0,1,$0.00,1,1125,25,53,83,358,41,2015-03-08,2016-03-26,9.3,10.0,9.0,10.0,10.0,10.0,9.0,f,f,1,f,f,2.99,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
740,2847157,2014-03-06,100%,93%,t,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Asheville,35.5822976031,-82.5577296767,t,2,2,1.0,1.0,1.0,77.0,0.0,0.0,0.0,0.0,1,$0.00,1,1125,15,39,69,339,97,2014-05-26,2016-04-07,9.9,10.0,10.0,10.0,10.0,9.0,10.0,f,f,2,f,f,4.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
741,1827412,2013-07-21,100%,100%,f,5,5,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,Asheville,35.5922363341,-82.5511991324,t,2,2,2.0,1.0,1.0,59.0,0.0556900726392,0.293785310734,3.72881355932,0.203389830508,1,$0.00,2,180,11,24,46,321,138,2014-02-04,2016-04-10,9.3,10.0,9.0,10.0,10.0,10.0,10.0,f,f,2,t,t,5.11,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,3445948,2012-07-28,100%,100%,f,1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,Asheville,35.6055928066,-82.5500648981,t,3,4,1.0,2.0,2.0,250.0,0.0,0.0,0.6,0.28,4,$15.00,2,30,18,40,70,345,37,2014-07-28,2016-04-17,9.1,9.0,9.0,10.0,10.0,10.0,9.0,f,f,3,f,f,1.75,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
743,10263107,2015-12-30,100%,100%,f,1,1,"['email', 'phone', 'reviews']",f,Asheville,35.5987135799,-82.5613645485,t,3,4,1.0,2.0,2.0,199.0,0.0,0.0,0.0,0.402010050251,1,$0.00,3,30,8,10,13,217,2,2016-01-18,2016-04-11,9.0,8.0,8.0,9.0,7.0,9.0,9.0,f,f,3,f,f,0.62,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
744,840696,2012-12-12,100%,100%,t,2,2,"['email', 'phone', 'reviews', 'kba']",t,Asheville,35.5839467664,-82.5616123611,t,3,4,2.0,3.0,2.0,170.0,0.0,0.0,3.52941176471,0.588235294118,2,$25.00,2,1125,15,36,59,325,150,2013-01-02,2016-04-21,9.9,10.0,10.0,10.0,10.0,9.0,10.0,f,f,3,t,t,3.73,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
745,5213038,2014-06-09,100%,100%,f,1,1,"['email', 'phone', 'reviews']",f,Asheville,35.6006475243,-82.5576499162,t,3,8,1.5,3.0,4.0,180.0,0.0,0.0,0.555555555556,0.0,2,$25.00,2,1125,10,25,37,282,74,2015-02-15,2016-04-17,9.5,10.0,10.0,10.0,10.0,10.0,10.0,f,f,3,f,f,5.12,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
746,4021238,2012-05-13,,,f,1,1,"['email', 'phone', 'reviews']",f,Asheville,35.6031419488,-82.5583677077,t,3,2,1.0,1.0,1.0,125.0,0.0,0.0,1.6,0.6,2,$0.00,2,7,4,7,7,212,5,2014-10-05,2015-02-15,9.6,10.0,10.0,9.0,10.0,10.0,8.0,f,f,3,f,f,0.26,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
747,9234967,2015-11-02,100%,100%,t,1,1,"['email', 'phone', 'facebook', 'reviews']",f,Asheville,35.6054105361,-82.575242744,t,3,4,1.0,1.0,2.0,145.0,0.310344827586,0.0,1.37931034483,0.241379310345,1,$0.00,2,1125,21,43,63,333,11,2015-11-09,2016-04-18,10.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,1.98,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,11369603,2016-02-20,86%,97%,f,1,1,"['email', 'phone', 'google', 'reviews', 'jumio']",t,Asheville,35.5992145661,-82.5559340742,f,2,3,1.0,1.0,1.0,77.0,0.0,0.0,0.0,0.194805194805,1,$10.00,1,1125,21,51,80,355,7,2016-02-28,2016-04-10,8.6,9.0,9.0,9.0,9.0,9.0,9.0,f,f,2,f,f,3.75,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,5355078,2013-01-29,100%,100%,f,7,7,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,Asheville,35.6014585484,-82.5577724507,t,2,4,1.0,1.0,2.0,199.0,-0.180186647523,0.0,0.0,0.0,2,$0.00,2,29,22,52,74,347,5,2015-04-18,2015-12-21,10.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,3,f,f,0.4,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,6145162,2013-07-21,100%,100%,f,5,5,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,Asheville,35.5905769769,-82.5501355569,t,2,1,5.0,1.0,1.0,45.0,0.238095238095,0.407407407407,0.0,0.266666666667,1,$0.00,2,180,13,34,64,64,37,2015-05-07,2016-04-17,9.5,10.0,10.0,10.0,10.0,10.0,10.0,f,t,2,t,t,3.14,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,7842477,2013-10-22,100%,84%,t,1,1,"['email', 'phone', 'google', 'reviews', 'kba']",t,Asheville,35.5982851581,-82.5660771249,t,3,2,1.0,1.0,1.0,109.0,0.0,0.0,0.0,0.0,1,$0.00,2,7,0,0,20,20,19,2015-08-31,2016-04-17,9.9,10.0,10.0,10.0,10.0,10.0,10.0,f,f,1,f,f,2.41,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,10360188,2011-09-10,100%,93%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Asheville,35.6012291998,-82.5560843198,t,2,2,1.0,1.0,1.0,85.0,0.0,0.0,1.76470588235,0.176470588235,1,$0.00,1,1125,17,43,73,73,5,2016-01-18,2016-04-05,10.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,1.55,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
755,3649639,2014-07-20,100%,97%,t,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Asheville,35.608152294,-82.5636103062,t,3,4,1.0,1.0,3.0,90.0,0.0,0.0,1.11111111111,0.555555555556,1,$0.00,1,1125,0,7,15,246,118,2014-07-28,2016-03-22,9.8,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,5.57,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
